epoch,train_loss,train_intent,train_dev,val_loss,val_intent,val_dev,lr,time_s,intent_top1_acc,intent_top5_acc,intent_macro_f1,dev_hamming_loss,dev_subset_acc,dev_macro_f1,auroc_rotation,auroc_closure_failure,auroc_spatial_disorganization,auroc_size_distortion
23,0.17341718509665624,0.13337317190199766,0.04004401368933303,0.5187689819321128,0.4242518071247184,0.09451717481317913,5.626666167821521e-05,474.31941413879395,0.8772647574517826,0.979641535164621,0.8692124477357775,0.013661601402688486,0.9480810442236509,0.9444719252120988,0.998219029876442,0.9999982012617676,0.9970665752776349,0.9918268144631146
24,0.16132553347685255,0.12471042511871555,0.03661510825151363,0.5251095515230427,0.40805989730617276,0.11704965480690047,5.3139525976465657e-05,476.7407901287079,0.8810637054354179,0.9816871225404247,0.8717516676918925,0.011542957334891876,0.9563608026495227,0.9519336920720778,0.9979182901237029,0.9999982012617675,0.9976048396129913,0.9921714300528497
25,0.14599449334323777,0.11319767647042778,0.032796816858847416,0.5085036998024638,0.4061797320472528,0.1023239681977339,4.999999999999998e-05,475.07446694374084,0.8832067017338788,0.9810052600818235,0.874692442286409,0.010836742645626339,0.9591856614065848,0.9546968249972156,0.9976903114500386,0.9999968758757015,0.9976144365740092,0.9944100425538219
26,0.1394873984285697,0.1080420149818086,0.03144538370534093,0.5131770010505404,0.40995979716318737,0.10321720294446124,4.6860474023534314e-05,473.5574882030487,0.8829144749659069,0.9818819403857393,0.8721072978544969,0.014294759399961037,0.9451587765439314,0.9423623872940523,0.9977164528838034,0.9999945091148693,0.9978749917475409,0.9920949516871536
27,0.13162462892608479,0.10100052244032841,0.030624106476327108,0.5118811999603828,0.4155035555270148,0.09637764566838279,4.3733338321784775e-05,475.2582907676697,0.8834015195791934,0.982076758231054,0.8700234521839536,0.014660042859925969,0.944087278394701,0.9412456991220035,0.9979781390561175,0.9999982959322009,0.9977207449392952,0.9933247626948531
28,0.12337798826872282,0.09605242541013431,0.027325562965755883,0.5316754787790109,0.4178827620163467,0.1137927178646328,4.063093427071375e-05,476.25647807121277,0.8864211961815702,0.9813948957724528,0.8767442369797624,0.010788038184297681,0.9589908435612702,0.9551365668512042,0.9978435808961846,0.9999967812052682,0.997365564657369,0.9926000237027381
29,0.11425382773699443,0.08758426343839372,0.026669564058154103,0.5183323865166362,0.4126871283518972,0.10564525623990928,3.756550564175724e-05,478.31147384643555,0.8866160140268848,0.9807130333138515,0.8775711346131896,0.01081239041496201,0.9587960257159556,0.9551833503458856,0.9981099788693854,0.9999983906026341,0.9976686339045889,0.9935099866301743
30,0.10588132076232326,0.08446783337283682,0.021413487580610655,0.5087059185556744,0.39485234889832344,0.11385356963132016,3.454915028125263e-05,477.4963700771332,0.8904149620105202,0.9840249366842003,0.8803099478291346,0.00998441457237483,0.9619131112409897,0.9582766225960836,0.9980279754116481,0.9999978225800343,0.9976073431680393,0.9928511708782236
31,0.10163357134725655,0.08120208187645295,0.020431489518856646,0.5083523293181976,0.3966894949097996,0.11166283585744337,3.1593772365766105e-05,477.4622428417206,0.8905123709331775,0.9838301188388856,0.8811474936704417,0.010495811416325735,0.960159750633158,0.9562057756250858,0.9980310562045355,0.9999996213182668,0.9977204667665122,0.9931741669783825
32,0.09447033026014857,0.07432953671373084,0.020140793502444656,0.5117527339029015,0.4061545759254361,0.10559815569543597,2.8711035421746357e-05,476.33715534210205,0.8923631404636665,0.9824663939216832,0.884602003900623,0.009692187804402883,0.9631794272355347,0.9593331417189308,0.9980336839396453,0.9999946037853027,0.9979015572483297,0.9942691223690887
33,0.09189721136687562,0.07331248263268503,0.01858472855059166,0.502545839696197,0.39938144950392823,0.1031643905711609,2.591231629491422e-05,475.42245531082153,0.8917786869277226,0.9842197545295149,0.8799679870114195,0.010154880187025131,0.9609390220144165,0.9575064084556699,0.9980383504347542,0.9999982012617675,0.9972256901095853,0.9938767772424086
34,0.08643538131004322,0.06847501990807495,0.017960361618751,0.5094387099054289,0.40346051225010654,0.10597819636535386,2.3208660251050148e-05,474.20946741104126,0.8942139099941555,0.9834404831482564,0.8828283384283467,0.011128969413598285,0.9578219364893824,0.9543080691072013,0.9980986524249466,0.9999972545574347,0.9979164858543577,0.9930750506460847
35,0.08696112307252775,0.06969138860305034,0.017269734246121368,0.5179035254979726,0.4071736571072421,0.11072986601397788,2.061073738537634e-05,473.51053261756897,0.8917786869277226,0.9839275277615429,0.8831856630723237,0.009253847652444963,0.9646405610753945,0.9610280152206185,0.998284768559965,0.999998011920901,0.9974538845160127,0.9932115728618462
36,0.08589413865161856,0.06900652892477056,0.016887609653861765,0.5029784168886102,0.39619517275450394,0.10678324307407605,1.8128800512565503e-05,475.2611446380615,0.8932398207675823,0.9834404831482564,0.8842341900442602,0.010033119033703488,0.9618157023183324,0.9581622108553758,0.9977717712384426,0.9999951718079023,0.9976718792537255,0.9918449618719238
37,0.07501724543705629,0.05992015910362448,0.015097086401703416,0.5141330801922342,0.406022468338842,0.10811061145931551,1.5772644703565555e-05,474.74734449386597,0.8902201441652056,0.9847067991428015,0.8811763116104667,0.010374050263004092,0.9609390220144165,0.9570268241376876,0.9978415874419633,0.9999923316949038,0.9972735358282836,0.9933238368066486
38,0.07546850108807018,0.06069573695297031,0.014772764125942597,0.5163086045602834,0.40957185807666796,0.10673674852269129,1.3551568628929426e-05,473.40893292427063,0.8918760958503799,0.9849990259107734,0.8772916842493719,0.009521722189752582,0.9642509253847652,0.9601405489962413,0.9982543230773134,0.9999976332391679,0.9975748433145438,0.992812422456863
39,0.07488579992741648,0.06126322140924435,0.013622578538617343,0.5196642713702243,0.4068296584561004,0.11283461276733936,1.1474337861210536e-05,478.39567494392395,0.894993181375414,0.9851938437560881,0.8840338336397721,0.007987531657899864,0.9699006428988896,0.9660208163878802,0.9980065910845477,0.9999974438983013,0.9975900964554852,0.993101114399043
40,0.0720704439508865,0.057630641735340195,0.014439802235628862,0.5115548562929497,0.4062130720765324,0.10534178500457071,9.549150281252626e-06,479.44815373420715,0.8942139099941555,0.9846093902201442,0.8837292342117158,0.009083382037794662,0.9648353789207091,0.9619336679825061,0.9982917909555169,0.9999977279096011,0.9977285801393534,0.9928488561577123
41,0.07102810484183099,0.055922743473133085,0.015105361422553594,0.5176765199588693,0.40701331448110734,0.1106632036021014,7.783603724899252e-06,477.5441188812256,0.8936294564582116,0.9855834794467173,0.885034307001868,0.009034677576466005,0.965712059224625,0.9621829989568086,0.9981042250356101,0.9999966865348348,0.9979449522024979,0.9932235168196851
42,0.06774760975075939,0.0548711977710489,0.012876412076224584,0.5079476362707452,0.4002254276495913,0.10772220909223829,6.184665997806817e-06,479.01769852638245,0.8960646795246444,0.9858757062146892,0.8869348790385166,0.008328462887200468,0.9685369179816872,0.9648321702856116,0.9982434949964298,0.9999984852730673,0.9979306263041667,0.9938748791715893
43,0.07170419964317024,0.05809064762923588,0.013613551990043828,0.517023701845489,0.40605108426039266,0.11097261614978939,4.75864737669903e-06,478.341454744339,0.8940190921488408,0.9851938437560881,0.8850935414665245,0.008864211961815702,0.9662965127605688,0.9625736168486612,0.9982409125670978,0.9999971598870013,0.997413734910981,0.9937131265022536
44,0.06555016230678656,0.05365829888723625,0.011891863468011356,0.5196100688128737,0.406177668421535,0.11343240021924655,3.5111757055874303e-06,478.45361518859863,0.8925579583089811,0.9852912526787454,0.8856826716389264,0.008401519579193453,0.9679524644457432,0.9646060002296482,0.9980969308053917,0.9999959291713686,0.9981083787125867,0.9929220476202821
45,0.06406145243589241,0.0523801618407994,0.011681290541214664,0.5211243712753983,0.4090363202813249,0.11208805122401172,2.4471741852423216e-06,479.79333090782166,0.8956750438340152,0.9844145723748295,0.882407542345868,0.008401519579193453,0.9683421001363725,0.9645844026207958,0.9981008724080564,0.9999988639548006,0.9978766607842394,0.9938615463814438
46,0.06241823601532101,0.04976870210292224,0.01264953383161524,0.5280059089201578,0.4116960153076219,0.1163098931917053,1.5708419435684504e-06,477.70546078681946,0.893434638612897,0.9844145723748295,0.8797772958105756,0.008864211961815702,0.9659068770699396,0.9627132789597506,0.9980861027245082,0.999999337306967,0.9978894567322636,0.9920974515853058
47,0.06456664285435403,0.052651008750990935,0.011915634147381494,0.5270008936709498,0.41127578754510197,0.11572510807815453,8.856374635655631e-07,481.291827917099,0.8939216832261835,0.9847067991428015,0.8813457379650578,0.008011883888564192,0.9697058250535749,0.9661340359910242,0.9981122441582729,0.9999968758757015,0.9978793034256793,0.9924456781390387
48,0.05950754122501036,0.04805616429275064,0.011451376939422343,0.5295353881690813,0.4098847857821062,0.11965060207822147,3.942649342761114e-07,477.8699369430542,0.8961620884473017,0.9841223456068576,0.88200487721453,0.00806058834989285,0.9690239625949737,0.965840998611653,0.9980995585405016,0.9999991479661005,0.9980977617846973,0.9924438726570399
49,0.06340396145613998,0.05113042187356576,0.012273539520218582,0.5261401866348634,0.4105723337125704,0.11556785467213818,9.866357858642197e-08,480.2079803943634,0.8948957724527566,0.9846093902201442,0.8820231941114297,0.007987531657899864,0.9698032339762322,0.9662486070151218,0.9982597597706441,0.999997349227868,0.997786393716114,0.9935622530193217
50,0.062326542212775796,0.05147320762100032,0.010853334527674516,0.5137110990211831,0.4056115995236435,0.10809949969855479,0.0,479.456214427948,0.894993181375414,0.9846093902201442,0.8811208847413537,0.008791155269822716,0.9661016949152542,0.9629861681938715,0.9981512071271423,0.9999974438983013,0.9981796836693289,0.9933116150823483
